Filename;Year;Month;Day;Hour;Minute;Second;Head_length;Abdomen_length;Insect_length_total;kingdom;phylum;class;order;family;score;highest_classification_rank;taxonomic_name_2;score_2;score_diff;path
20240710074405_crop_0.jpg;2024;7;10;7;44;5;0.44;3.63;4.07;Animalia;Arthropoda;Insecta;Diptera;Culicidae;0.268616498;family;Miridae;0.246195436;0.022421062;/Users/rentaluser/Desktop/DIOPSIS-388/photos/20240710/cropped/20240710074405_crop_0.jpg
20240710074448_crop_0.jpg;2024;7;10;7;44;48;0.44;3.19;3.63;Animalia;Arthropoda;Insecta;Diptera;Culicidae;0.396988004;family;Asilidae;0.064740986;0.332247019;/Users/rentaluser/Desktop/DIOPSIS-388/photos/20240710/cropped/20240710074448_crop_0.jpg
20240710074622_crop_0.jpg;2024;7;10;7;46;22;0.66;3.41;4.07;Animalia;Arthropoda;Insecta;Diptera;Culicidae;0.40242818;family;Limoniidae;0.402166873;0.000261307;/Users/rentaluser/Desktop/DIOPSIS-388/photos/20240710/cropped/20240710074622_crop_0.jpg
20240710074639_crop_0.jpg;2024;7;10;7;46;39;0.55;3.41;3.96;Animalia;Arthropoda;Insecta;Hemiptera;Cicadellidae;0.699026763;family;Cydnidae;0.062837958;0.636188805;/Users/rentaluser/Desktop/DIOPSIS-388/photos/20240710/cropped/20240710074639_crop_0.jpg
20240710074639_crop_1.jpg;2024;7;10;7;46;39;0.55;3.63;4.18;Animalia;Arthropoda;Insecta;Hemiptera;Cicadellidae;0.937057137;family;Cydnidae;0.018050672;0.919006465;/Users/rentaluser/Desktop/DIOPSIS-388/photos/20240710/cropped/20240710074639_crop_1.jpg
20240710075950_crop_0.jpg;2024;7;10;7;59;50;0.55;9.12;9.67;Animalia;Arthropoda;Insecta;Diptera;Stratiomyidae;0.126759112;family;Torymidae;0.090635642;0.036123469;/Users/rentaluser/Desktop/DIOPSIS-388/photos/20240710/cropped/20240710075950_crop_0.jpg
20240710080033_crop_2.jpg;2024;7;10;8;0;33;;;;Animalia;Arthropoda;Insecta;Coleoptera;Curculionidae;0.542748511;family;Asteraceae;0.128347799;0.414400712;/Users/rentaluser/Desktop/DIOPSIS-388/photos/20240710/cropped/20240710080033_crop_2.jpg
20240710080048_crop_0.jpg;2024;7;10;8;0;48;0.55;4.40;4.95;Animalia;Arthropoda;Insecta;Hymenoptera;Braconidae;0.554451287;family;Tineidae;0.098571174;0.455880113;/Users/rentaluser/Desktop/DIOPSIS-388/photos/20240710/cropped/20240710080048_crop_0.jpg
20240710080048_crop_1.jpg;2024;7;10;8;0;48;0.55;3.85;4.40;Animalia;Arthropoda;Insecta;Diptera;Muscidae;0.322707772;family;Syrphidae;0.152187929;0.170519844;/Users/rentaluser/Desktop/DIOPSIS-388/photos/20240710/cropped/20240710080048_crop_1.jpg
20240710080048_crop_2.jpg;2024;7;10;8;0;48;0.77;9.56;10.33;Animalia;Arthropoda;Insecta;Diptera;Syrphidae;0.272993982;family;Muscidae;0.136199087;0.136794895;/Users/rentaluser/Desktop/DIOPSIS-388/photos/20240710/cropped/20240710080048_crop_2.jpg
