"PSUM","RH","RSWR","TA","TSG","VW","timestamp"
0.096,0.869626666666667,27.0866666666667,9.90780000000002,13.2858,1.492,"2024-07-23 00:00:00"
0.096,0.872466666666667,27.1,9.83613333333335,13.2249333333334,1.44266666666667,"2024-07-23 03:00:00"
0.096,0.87464,27.7933333333333,9.81860000000002,13.3280666666667,1.402,"2024-07-23 06:00:00"
0.096,0.876526666666667,28.18,9.82726666666669,13.4638,1.35333333333333,"2024-07-23 09:00:00"
0.096,0.87714,29.38,9.87826666666669,13.7464,1.348,"2024-07-23 12:00:00"
0.096,0.879846666666667,29.2466666666667,9.85240000000002,13.6736,1.38733333333333,"2024-07-23 15:00:00"
0.096,0.886233333333333,27.14,9.73080000000002,13.355,1.412,"2024-07-23 18:00:00"
0.096,0.893193333333333,26.7066666666667,9.60760000000002,13.2016666666667,1.40133333333333,"2024-07-23 21:00:00"
0.136,0.900953333333333,26.7066666666667,9.49233333333335,13.1987333333334,1.416,"2024-07-24 00:00:00"
0.162666666666667,0.908773333333333,26.7133333333333,9.34613333333335,13.2086666666667,1.44866666666667,"2024-07-24 03:00:00"
0.205333333333333,0.9164,27.2066666666667,9.19453333333335,13.2672666666667,1.59266666666667,"2024-07-24 06:00:00"
0.208,0.926406666666667,27.78,9.00266666666669,13.3066666666667,1.63733333333333,"2024-07-24 09:00:00"
0.208,0.935486666666667,25.9933333333333,8.79786666666669,13.0579333333334,1.618,"2024-07-24 12:00:00"
0.202666666666667,0.938846666666667,26.6866666666667,8.64306666666669,12.9339333333334,1.73,"2024-07-24 15:00:00"
0.2,0.942686666666667,25.5733333333333,8.43113333333335,12.5618666666667,1.83533333333333,"2024-07-24 18:00:00"
0.189333333333333,0.94,25.34,8.28273333333335,12.2713333333334,1.84866666666667,"2024-07-24 21:00:00"
0.154666666666667,0.940673333333333,25.34,8.17620000000002,12.0792,1.73333333333333,"2024-07-25 00:00:00"
0.154666666666667,0.93384,25.3533333333333,8.11046666666669,11.9170666666667,1.70866666666667,"2024-07-25 03:00:00"
0.154666666666667,0.917553333333333,27.0466666666667,8.17886666666669,12.0378,1.702,"2024-07-25 06:00:00"
0.130666666666667,0.902753333333333,30.9666666666667,8.32386666666669,12.5442666666667,1.71666666666667,"2024-07-25 09:00:00"
0.117333333333333,0.884433333333333,34.5666666666667,8.52120000000002,13.1882666666667,1.67866666666667,"2024-07-25 12:00:00"
0.112,0.871546666666667,35.6066666666667,8.68266666666669,13.4524666666667,1.64133333333333,"2024-07-25 15:00:00"
0.112,0.861986666666667,34.18,8.77726666666669,13.3320666666667,1.58266666666667,"2024-07-25 18:00:00"
0.112,0.854606666666667,33.7666666666667,8.84053333333335,13.2361333333334,1.48,"2024-07-25 21:00:00"
0.112,0.84628,33.7666666666667,8.90840000000002,13.1569333333334,1.43733333333333,"2024-07-26 00:00:00"
0.112,0.84226,33.78,8.99386666666669,13.1436,1.43,"2024-07-26 03:00:00"
0.112,0.83528,35.6133333333333,9.18980000000002,13.4868666666667,1.42266666666667,"2024-07-26 06:00:00"
0.112,0.826726666666667,38.9066666666667,9.41180000000002,14.081,1.41933333333333,"2024-07-26 09:00:00"
0.112,0.816426666666667,42.12,9.66046666666669,14.7284,1.442,"2024-07-26 12:00:00"
0.112,0.817,39.5933333333333,9.74766666666669,14.5122,1.48466666666667,"2024-07-26 15:00:00"
0.112,0.818506666666667,37.16,9.86086666666669,14.3552,1.38666666666667,"2024-07-26 18:00:00"
0.112,0.822593333333333,36.6466666666667,9.93566666666669,14.2986666666667,1.31333333333333,"2024-07-26 21:00:00"
0.112,0.819453333333333,36.6466666666667,10.0361333333334,14.2828666666667,1.29266666666667,"2024-07-27 00:00:00"
0.072,0.813966666666667,36.66,10.1465333333334,14.2520666666667,1.322,"2024-07-27 03:00:00"
0.0453333333333333,0.806593333333333,38.1933333333333,10.3665333333334,14.5318,1.288,"2024-07-27 06:00:00"
0.00266666666666667,0.797986666666667,39.9933333333333,10.681,15.0481333333334,1.18266666666667,"2024-07-27 09:00:00"
0,0.789733333333333,40.6466666666667,10.9962666666667,15.4407333333334,1.15466666666667,"2024-07-27 12:00:00"
0,0.780246666666667,41.8533333333333,11.3272,15.8272666666667,1.11266666666667,"2024-07-27 15:00:00"
0,0.776126666666667,39.3466666666667,11.5584,15.7939333333334,0.975333333333333,"2024-07-27 18:00:00"
0.00266666666666667,0.77424,38.7866666666667,11.7578666666667,15.8334666666667,0.898,"2024-07-27 21:00:00"
0.00266666666666667,0.7718,38.7866666666667,11.9738666666667,15.9884,0.876666666666667,"2024-07-28 00:00:00"
0.00266666666666667,0.769013333333333,38.8,12.204,16.2044666666667,0.880666666666667,"2024-07-28 03:00:00"
0.00533333333333333,0.7745,39.7066666666667,12.4199333333334,16.6000666666667,0.886666666666667,"2024-07-28 06:00:00"
0.00533333333333333,0.788453333333333,40.6666666666667,12.5459333333334,17.0438,0.901333333333333,"2024-07-28 09:00:00"
0.00533333333333333,0.798306666666667,39.5466666666667,12.6214666666667,17.1674666666667,0.922666666666667,"2024-07-28 12:00:00"
0.00533333333333333,0.81182,37.6266666666667,12.6292666666667,16.9599333333334,0.986,"2024-07-28 15:00:00"
0.00533333333333333,0.823126666666667,35.0533333333333,12.5597333333334,16.5834666666667,1.04533333333333,"2024-07-28 18:00:00"
0.00533333333333333,0.833913333333333,34.5866666666667,12.4888666666667,16.3871333333334,1.03266666666667,"2024-07-28 21:00:00"
0.00533333333333333,0.840733333333333,34.5866666666667,12.4860666666667,16.3408666666667,1.00866666666667,"2024-07-29 00:00:00"
