"ISWR","P","RH","TA","VW","timestamp"
198.146666666667,85604.3534666667,0.75916,16.0134666666667,2.524,"2024-07-23 00:00:00"
198.146666666667,85610.5670666667,0.765146666666667,15.962,2.528,"2024-07-23 03:00:00"
202.32,85622.1515333333,0.77064,15.9518666666667,2.52533333333333,"2024-07-23 06:00:00"
209.12,85637.3840666667,0.773053333333333,16.002,2.564,"2024-07-23 09:00:00"
221.453333333333,85653.0245333333,0.773946666666667,16.0058666666667,2.688,"2024-07-23 12:00:00"
218.4,85669.7862666667,0.77508,15.9921333333334,2.668,"2024-07-23 15:00:00"
198.68,85689.9769333333,0.782346666666667,15.9041333333334,2.69866666666667,"2024-07-23 18:00:00"
193.333333333333,85710.9868,0.790853333333333,15.8013333333334,2.72133333333333,"2024-07-23 21:00:00"
193.333333333333,85729.0757333333,0.79944,15.7430666666667,2.72933333333333,"2024-07-24 00:00:00"
193.333333333333,85745.7949333333,0.810106666666667,15.6777333333334,2.74533333333333,"2024-07-24 03:00:00"
195.6,85763.9285333333,0.820786666666667,15.6033333333334,2.79866666666667,"2024-07-24 06:00:00"
204.546666666667,85783.1202666667,0.820333333333333,15.6988,2.828,"2024-07-24 09:00:00"
203.826666666667,85799.9792666667,0.832973333333333,15.3978666666667,2.86,"2024-07-24 12:00:00"
205.586666666667,85815.5998,0.839626666666667,15.1549333333334,2.85066666666667,"2024-07-24 15:00:00"
194.24,85831.1339333333,0.853853333333333,14.7181333333334,2.81333333333333,"2024-07-24 18:00:00"
190.4,85844.454,0.85904,14.3096,2.66266666666667,"2024-07-24 21:00:00"
190.4,85850.0284666667,0.86,14.1606666666667,2.57466666666667,"2024-07-25 00:00:00"
190.4,85850.0897333333,0.86412,13.9681333333334,2.54533333333333,"2024-07-25 03:00:00"
196.786666666667,85849.0886666667,0.862413333333333,13.9352,2.53733333333333,"2024-07-25 06:00:00"
222.333333333333,85845.0443333333,0.852386666666667,14.1037333333334,2.55866666666667,"2024-07-25 09:00:00"
250.466666666667,85835.5438,0.829333333333333,14.3310666666667,2.57333333333333,"2024-07-25 12:00:00"
257.893333333333,85823.1075333333,0.817386666666667,14.3118666666667,2.616,"2024-07-25 15:00:00"
246.586666666667,85810.0594,0.81312,14.3158666666667,2.63333333333333,"2024-07-25 18:00:00"
244.093333333333,85797.23,0.8054,14.33,2.52933333333333,"2024-07-25 21:00:00"
244.093333333333,85779.5327333333,0.793773333333333,14.302,2.468,"2024-07-26 00:00:00"
244.093333333333,85761.4087333333,0.782773333333333,14.3796,2.49733333333333,"2024-07-26 03:00:00"
250.346666666667,85745.833,0.772706666666667,14.552,2.45733333333333,"2024-07-26 06:00:00"
268.146666666667,85731.311,0.756013333333333,14.9110666666667,2.48,"2024-07-26 09:00:00"
291.226666666667,85717.5549333333,0.743813333333333,15.1772,2.55333333333333,"2024-07-26 12:00:00"
278.533333333333,85704.5406,0.741866666666667,15.3194666666667,2.516,"2024-07-26 15:00:00"
258.72,85693.6928,0.751773333333333,15.3048,2.60266666666667,"2024-07-26 18:00:00"
253.813333333333,85685.1495333333,0.75928,15.276,2.55866666666667,"2024-07-26 21:00:00"
253.813333333333,85677.5533333333,0.759466666666667,15.2948,2.48266666666667,"2024-07-27 00:00:00"
253.813333333333,85672.3134,0.754853333333333,15.3254666666667,2.46133333333333,"2024-07-27 03:00:00"
259.92,85672.6788,0.74448,15.4934666666667,2.44,"2024-07-27 06:00:00"
276.093333333333,85675.9368666667,0.72628,15.9288,2.392,"2024-07-27 09:00:00"
284.426666666667,85680.104,0.71064,16.3185333333334,2.36533333333333,"2024-07-27 12:00:00"
280.626666666667,85685.9494,0.6908,16.8482666666667,2.248,"2024-07-27 15:00:00"
268.906666666667,85694.9638666667,0.681853333333333,17.1818666666667,2.27333333333333,"2024-07-27 18:00:00"
265.666666666667,85707.9513333333,0.670066666666667,17.5510666666667,2.20133333333333,"2024-07-27 21:00:00"
265.666666666667,85720.7438,0.660133333333333,17.9569333333334,2.18133333333333,"2024-07-28 00:00:00"
265.666666666667,85737.2081333333,0.655106666666667,18.1813333333334,2.18533333333333,"2024-07-28 03:00:00"
269.24,85761.6931333333,0.650693333333333,18.4805333333334,2.23466666666667,"2024-07-28 06:00:00"
280.666666666667,85790.9289333333,0.647786666666667,18.8013333333334,2.34933333333333,"2024-07-28 09:00:00"
278.386666666667,85821.5543333333,0.65204,18.8836,2.47733333333333,"2024-07-28 12:00:00"
263.84,85852.5812666667,0.666573333333333,18.8865333333334,2.50133333333333,"2024-07-28 15:00:00"
243.76,85882.9396,0.678013333333333,18.9401333333334,2.532,"2024-07-28 18:00:00"
239.4,85914.8462666667,0.686626666666667,18.8641333333334,2.39466666666667,"2024-07-28 21:00:00"
239.4,85943.1370666667,0.69536,18.8144,2.368,"2024-07-29 00:00:00"
239.4,85970.1455333333,0.6982,18.9269333333334,2.356,"2024-07-29 03:00:00"
245.386666666667,85999.9624,0.699733333333333,19.0404,2.33866666666667,"2024-07-29 06:00:00"
265.093333333333,86029.1457333333,0.69624,19.2448,2.44266666666667,"2024-07-29 09:00:00"
268.293333333333,86056.7828,0.693826666666667,19.2876,2.48666666666667,"2024-07-29 12:00:00"
258.133333333333,86082.0107333333,0.68928,19.3338666666667,2.42533333333333,"2024-07-29 15:00:00"
241.986666666667,86105.7186,0.68864,19.2708,2.34533333333333,"2024-07-29 18:00:00"
236.28,86128.3056,0.688866666666667,19.1618666666667,2.21466666666667,"2024-07-29 21:00:00"
236.28,86146.5231333333,0.6834,19.1005333333334,2.18,"2024-07-30 00:00:00"
