"ISWR","P","RH","TA","VW","timestamp"
205.6,78785.2704666667,0.828186666666667,11.5098666666667,1.44133333333333,"2024-07-23 00:00:00"
205.6,78791.4840666667,0.832213333333333,11.4585333333334,1.44133333333333,"2024-07-23 03:00:00"
210.08,78803.0685333333,0.835533333333333,11.4432,1.4,"2024-07-23 06:00:00"
216.506666666667,78818.3010666667,0.836653333333333,11.4864,1.356,"2024-07-23 09:00:00"
228.2,78833.9415333333,0.835893333333333,11.5492,1.356,"2024-07-23 12:00:00"
223.653333333333,78850.7032666667,0.838013333333333,11.5517333333334,1.38933333333333,"2024-07-23 15:00:00"
204.546666666667,78870.8939333333,0.842906666666667,11.5046666666667,1.41333333333333,"2024-07-23 18:00:00"
198.773333333333,78891.9038,0.849146666666667,11.4273333333334,1.43466666666667,"2024-07-23 21:00:00"
198.773333333333,78909.9927333333,0.85704,11.3456,1.45466666666667,"2024-07-24 00:00:00"
198.773333333333,78926.7119333333,0.866013333333333,11.2452,1.44266666666667,"2024-07-24 03:00:00"
201.213333333333,78944.8455333333,0.875973333333333,11.1237333333334,1.50666666666667,"2024-07-24 06:00:00"
210.466666666667,78964.0372666667,0.876306666666667,11.2130666666667,1.572,"2024-07-24 09:00:00"
206.466666666667,78980.8962666667,0.887173333333333,10.8685333333334,1.63866666666667,"2024-07-24 12:00:00"
206.893333333333,78996.5168,0.89656,10.5757333333334,1.70533333333333,"2024-07-24 15:00:00"
195.106666666667,79012.0509333333,0.907946666666667,10.1134666666667,1.768,"2024-07-24 18:00:00"
191.266666666667,79025.371,0.911573333333333,9.67653333333335,1.76533333333333,"2024-07-24 21:00:00"
191.266666666667,79030.9454666667,0.91216,9.52493333333336,1.704,"2024-07-25 00:00:00"
191.266666666667,79031.0067333333,0.910173333333333,9.42453333333336,1.70933333333333,"2024-07-25 03:00:00"
197.96,79030.0056666667,0.898666666666667,9.44213333333336,1.728,"2024-07-25 06:00:00"
224.386666666667,79025.9613333333,0.885453333333333,9.58680000000002,1.71733333333333,"2024-07-25 09:00:00"
252.413333333333,79016.4608,0.86492,9.80493333333336,1.728,"2024-07-25 12:00:00"
259.693333333333,79004.0245333333,0.85612,9.78600000000002,1.712,"2024-07-25 15:00:00"
246.92,78990.9764,0.848853333333333,9.83173333333336,1.708,"2024-07-25 18:00:00"
243.96,78978.147,0.840266666666667,9.88146666666669,1.60266666666667,"2024-07-25 21:00:00"
243.96,78960.4497333333,0.8302,9.91706666666669,1.56133333333333,"2024-07-26 00:00:00"
243.96,78942.3257333333,0.823293333333333,9.99026666666669,1.6,"2024-07-26 03:00:00"
250.493333333333,78926.75,0.81632,10.1349333333334,1.61866666666667,"2024-07-26 06:00:00"
269.466666666667,78912.228,0.803946666666667,10.4032,1.63466666666667,"2024-07-26 09:00:00"
294.066666666667,78898.4719333333,0.792453333333333,10.6618666666667,1.672,"2024-07-26 12:00:00"
279.866666666667,78885.4576,0.790533333333333,10.7929333333334,1.72666666666667,"2024-07-26 15:00:00"
262.186666666667,78874.6098,0.79624,10.8498666666667,1.69733333333333,"2024-07-26 18:00:00"
256.986666666667,78866.0665333333,0.801693333333333,10.8872,1.63866666666667,"2024-07-26 21:00:00"
256.986666666667,78858.4703333333,0.799626666666667,10.9556,1.62533333333333,"2024-07-27 00:00:00"
256.986666666667,78853.2304,0.794173333333333,11.0333333333334,1.65866666666667,"2024-07-27 03:00:00"
263.346666666667,78853.5958,0.785626666666667,11.2116,1.64666666666667,"2024-07-27 06:00:00"
278.373333333333,78856.8538666667,0.77204,11.5596,1.59066666666667,"2024-07-27 09:00:00"
286,78861.021,0.75932,11.9074666666667,1.532,"2024-07-27 12:00:00"
286.253333333333,78866.8664,0.743266666666667,12.4438666666667,1.496,"2024-07-27 15:00:00"
275,78875.8808666667,0.731933333333333,12.8281333333334,1.43333333333333,"2024-07-27 18:00:00"
271.44,78888.8683333333,0.722546666666667,13.2669333333334,1.392,"2024-07-27 21:00:00"
271.44,78901.6608,0.71344,13.7537333333334,1.368,"2024-07-28 00:00:00"
271.44,78918.1251333333,0.70888,14.0146666666667,1.37733333333333,"2024-07-28 03:00:00"
275.4,78942.6101333333,0.709946666666667,14.2410666666667,1.38266666666667,"2024-07-28 06:00:00"
284.933333333333,78971.8459333333,0.718466666666667,14.4464,1.42,"2024-07-28 09:00:00"
279.813333333333,79002.4713333333,0.726893333333333,14.5248,1.50666666666667,"2024-07-28 12:00:00"
264.626666666667,79033.4982666667,0.740546666666667,14.5365333333334,1.56133333333333,"2024-07-28 15:00:00"
244.4,79063.8566,0.74792,14.6350666666667,1.62,"2024-07-28 18:00:00"
239.6,79095.7632666667,0.757106666666667,14.5805333333334,1.56,"2024-07-28 21:00:00"
239.6,79124.0540666667,0.764533333333333,14.5644,1.54666666666667,"2024-07-29 00:00:00"
239.6,79151.0625333333,0.766813333333333,14.6193333333334,1.53866666666667,"2024-07-29 03:00:00"
245.88,79180.8794,0.765106666666667,14.7137333333334,1.50533333333333,"2024-07-29 06:00:00"
265.386666666667,79210.0627333333,0.760906666666667,14.8612,1.512,"2024-07-29 09:00:00"
266.693333333333,79237.6998,0.758986666666667,14.9001333333334,1.584,"2024-07-29 12:00:00"
255.426666666667,79262.9277333333,0.757066666666667,14.8961333333334,1.62,"2024-07-29 15:00:00"
241.293333333333,79286.6356,0.756973333333333,14.8396,1.59866666666667,"2024-07-29 18:00:00"
235.08,79309.2226,0.75616,14.7482666666667,1.54666666666667,"2024-07-29 21:00:00"
